Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,495.200012,497.299988,481.399994,487.000000,347.253052,6911723
2015-01-05,485.299988,502.000000,481.399994,493.500000,351.887817,10235599
2015-01-06,495.000000,496.520996,480.799988,480.799988,342.832123,8186077
2015-01-07,484.200012,491.354004,479.200012,481.200012,343.117371,7580937
2015-01-08,487.000000,489.299988,468.700012,473.700012,337.769562,12613235
2015-01-09,471.799988,477.000000,463.500000,465.399994,331.851288,13180447
2015-01-12,466.700012,474.000000,465.899994,469.299988,334.632141,9157570
2015-01-13,471.600006,492.325989,469.787994,489.100006,348.750366,10206472
2015-01-14,483.100006,496.100006,479.399994,484.000000,345.113892,10060641
2015-01-15,486.600006,496.862000,477.500000,489.600006,349.106964,12674838
2015-01-16,485.000000,494.500000,483.799988,491.299988,350.319092,10972579
2015-01-19,490.200012,496.700012,490.200012,495.000000,352.957367,6586384
2015-01-20,497.000000,512.000000,496.200012,509.000000,362.940002,12448760
2015-01-21,511.000000,513.539978,504.500000,512.000000,365.079163,8044522
2015-01-22,511.000000,536.565979,509.000000,525.000000,374.348755,8891821
2015-01-23,526.500000,543.804993,523.500000,536.000000,382.192230,10378599
2015-01-26,533.500000,567.500000,530.500000,549.000000,391.461823,13021543
2015-01-27,549.500000,564.000000,549.500000,561.000000,400.018341,12213328
2015-01-28,561.000000,565.979980,554.534973,560.000000,399.305298,7311102
2015-01-29,557.000000,571.000000,551.000000,564.000000,402.157501,8156543
2015-01-30,590.000000,590.000000,541.500000,544.500000,388.253113,15320912
2015-02-02,540.500000,545.500000,526.297974,529.500000,377.557404,16728315
2015-02-03,527.000000,537.500000,517.104980,534.500000,381.122650,7802172
2015-02-04,530.500000,545.750000,519.500000,542.000000,386.470490,11359196
2015-02-05,537.500000,545.500000,531.500000,542.500000,386.827057,9121578
2015-02-06,538.500000,543.500000,537.500000,541.000000,385.757477,10235722
2015-02-09,539.500000,541.000000,531.500000,536.500000,382.548767,10281450
2015-02-10,535.500000,543.299988,531.500000,539.000000,384.331360,9426352
2015-02-11,542.000000,557.000000,539.000000,552.500000,393.957489,6060072
2015-02-12,549.500000,562.327026,549.500000,561.500000,400.374878,10718671
