Date,Open,High,Low,Close,Adj Close,Volume
2019-08-19,429.100006,434.000000,423.299988,423.899994,381.112183,4081285
2019-08-20,424.500000,426.200012,414.899994,415.899994,373.919678,9607237
2019-08-21,417.100006,423.000000,416.697998,420.299988,377.875580,3929045
2019-08-22,418.299988,427.700012,416.000000,420.299988,377.875580,5046731
2019-08-23,422.000000,431.000000,419.799988,419.799988,377.426025,4939678
2019-08-27,419.500000,429.299988,415.899994,422.700012,380.033325,4977051
2019-08-28,421.899994,423.000000,411.799988,416.700012,374.638947,7215314
2019-08-29,417.200012,426.500000,413.864990,425.399994,382.460785,5620485
2019-08-30,425.000000,429.600006,420.500000,421.700012,379.134277,3738078
2019-09-02,420.799988,429.100006,420.799988,425.200012,382.280975,3197885
2019-09-03,423.799988,426.100006,416.700012,417.700012,375.538025,4576850
2019-09-04,421.399994,428.799988,421.399994,424.200012,381.381897,3910734
2019-09-05,428.399994,431.799988,424.899994,431.600006,388.034973,6455655
2019-09-06,430.100006,433.000000,426.000000,430.100006,386.686401,4855944
2019-09-09,430.000000,430.100006,416.799988,423.500000,380.752563,6001389
2019-09-10,424.700012,449.299988,424.000000,440.700012,396.216431,11720443
2019-09-11,444.100006,455.600006,443.899994,451.700012,406.106110,6048518
2019-09-12,455.500000,457.799988,447.899994,456.200012,410.151886,12377113
2019-09-13,456.000000,463.700012,451.799988,457.299988,411.140839,8032035
2019-09-16,447.700012,452.399994,432.399994,445.100006,400.172302,11832122
2019-09-17,444.500000,445.464996,434.100006,441.600006,397.025604,7472076
2019-09-18,441.500000,450.036011,434.677002,450.000000,404.577667,10636834
2019-09-19,452.399994,466.899994,448.100006,466.899994,419.771820,22428203
2019-09-20,467.000000,478.500000,465.200012,477.799988,429.571594,19790191
2019-09-23,477.100006,486.500000,468.399994,471.299988,423.727722,12886507
2019-09-24,474.000000,484.354004,470.899994,477.799988,429.571594,5512313
2019-09-25,473.500000,480.100006,472.000000,480.100006,431.639465,2997393
2019-09-26,466.700012,472.899994,454.100006,461.000000,414.467377,14655107
